date,time,home_team,score,away_team,attendance,venue,home_goals,away_goals
2015-05-02,15.5,Hoffenheim,1–1,Dortmund,"30,150",PreZero Arena,1.0,1.0
2015-05-02,18.5,Leverkusen,2–0,Bayern Munich,"30,210",BayArena,2.0,0.0
2015-05-03,15.5,Mainz 05,1–2,Hamburger SV,"34,000",Opel Arena,1.0,2.0
2015-05-03,17.5,Hertha BSC,1–2,M'Gladbach,"56,881",Olympiastadion Berlin,1.0,2.0
,,,,,,,,
2015-05-08,20.5,Hamburger SV,1–1,Freiburg,"57,000",Volksparkstadion,1.0,1.0
2015-05-09,15.5,Dortmund,2–0,Hertha BSC,"80,667",Signal Iduna Park,2.0,0.0
2015-05-09,15.5,Bayern Munich,0–1,Augsburg,"75,000",Allianz Arena,0.0,1.0
2015-05-09,15.5,M'Gladbach,3–0,Leverkusen,"53,761",Stadion im Borussia-Park,3.0,0.0
2015-05-09,15.5,Hannover 96,1–1,Werder Bremen,"49,000",HDI-Arena,1.0,1.0
2015-05-09,15.5,Eint Frankfurt,3–1,Hoffenheim,"50,600",Commerzbank-Arena,3.0,1.0
2015-05-09,18.5,Stuttgart,2–0,Mainz 05,"54,300",Mercedes-Benz Arena,2.0,0.0
2015-05-10,15.5,Paderborn 07,1–3,Wolfsburg,"14,659",Benteler-Arena,1.0,3.0
2015-05-10,17.5,Köln,2–0,Schalke 04,"46,500",RheinEnergieSTADION,2.0,0.0
,,,,,,,,
2015-05-16,15.5,Augsburg,1–2,Hannover 96,"29,899",WWK Arena,1.0,2.0
2015-05-16,15.5,Schalke 04,1–0,Paderborn 07,"61,973",Veltins-Arena,1.0,0.0
2015-05-16,15.5,Werder Bremen,0–2,M'Gladbach,"42,100",Weserstadion,0.0,2.0
2015-05-16,15.5,Freiburg,2–1,Bayern Munich,"24,000",Schwarzwald-Stadion,2.0,1.0
2015-05-16,15.5,Mainz 05,2–0,Köln,"33,702",Opel Arena,2.0,0.0
2015-05-16,15.5,Hertha BSC,0–0,Eint Frankfurt,"60,168",Olympiastadion Berlin,0.0,0.0
2015-05-16,15.5,Wolfsburg,2–1,Dortmund,"30,000",Volkswagen Arena,2.0,1.0
2015-05-16,15.5,Stuttgart,2–1,Hamburger SV,"60,000",Mercedes-Benz Arena,2.0,1.0
2015-05-16,15.5,Leverkusen,2–0,Hoffenheim,"29,072",BayArena,2.0,0.0
,,,,,,,,
2015-05-23,15.5,Bayern Munich,2–0,Mainz 05,"75,000",Allianz Arena,2.0,0.0
2015-05-23,15.5,Hannover 96,2–1,Freiburg,"49,000",HDI-Arena,2.0,1.0
2015-05-23,15.5,M'Gladbach,1–3,Augsburg,"54,010",Stadion im Borussia-Park,1.0,3.0
2015-05-23,15.5,Hamburger SV,2–0,Schalke 04,"57,000",Volksparkstadion,2.0,0.0
2015-05-23,15.5,Köln,2–2,Wolfsburg,"49,200",RheinEnergieSTADION,2.0,2.0
2015-05-23,15.5,Eint Frankfurt,2–1,Leverkusen,"51,500",Commerzbank-Arena,2.0,1.0
2015-05-23,15.5,Paderborn 07,1–2,Stuttgart,"15,000",Benteler-Arena,1.0,2.0
2015-05-23,15.5,Dortmund,3–2,Werder Bremen,"80,667",Signal Iduna Park,3.0,2.0
2015-05-23,15.5,Hoffenheim,2–1,Hertha BSC,"30,150",PreZero Arena,2.0,1.0
20:30,,1–1,Karlsruher,"56,615",Volksparkstadion,,,
19:00,,1–2,Hamburger SV,"27,986",Wildparkstadion,,,
Fri,,20:30,Bayern Munich,5–0,Hamburger SV,"75,000",,
Sat,,15:30,Augsburg,0–1,Hertha BSC,"28,130",,
Sat,,15:30,Leverkusen,2–1,Hoffenheim,"27,125",,
Sat,,15:30,Darmstadt 98,2–2,Hannover 96,"17,000",98.0,98.0
Sat,,15:30,Mainz 05,0–1,Ingolstadt 04,"27,152",5.0,5.0
Sat,,15:30,Werder Bremen,0–3,Schalke 04,"42,100",,
Sat,,18:30,Dortmund,4–0,M'Gladbach,"81,359",,
Sun,,15:30,Wolfsburg,2–1,Eint Frankfurt,"29,126",,
Sun,,17:30,Stuttgart,1–3,Köln,"59,500",,
,,,,,,,,
Fri,,20:30,Hertha BSC,1–1,Werder Bremen,"56,376",,
Sat,,15:30,Eint Frankfurt,1–1,Augsburg,"45,000",,
Sat,,15:30,Hannover 96,0–1,Leverkusen,"39,100",96.0,96.0
Sat,,15:30,Schalke 04,1–1,Darmstadt 98,"61,565",4.0,4.0
Sat,,15:30,Hoffenheim,1–2,Bayern Munich,"30,150",,
Sat,,15:30,Köln,1–1,Wolfsburg,"46,000",,
Sat,,18:30,Hamburger SV,3–2,Stuttgart,"54,618",,
Sun,,15:30,Ingolstadt 04,0–4,Dortmund,"15,000",4.0,4.0
Sun,,17:30,M'Gladbach,1–2,Mainz 05,"50,172",,
,,,,,,,,
Fri,,20:30,Wolfsburg,3–0,Schalke 04,"30,000",,
Sat,,15:30,Darmstadt 98,0–0,Hoffenheim,"17,000",98.0,98.0
Sat,,15:30,Augsburg,0–1,Ingolstadt 04,"30,003",,
Sat,,15:30,Köln,2–1,Hamburger SV,"50,000",,
Sat,,15:30,Mainz 05,3–0,Hannover 96,"26,872",5.0,5.0
Sat,,15:30,Stuttgart,1–4,Eint Frankfurt,"49,327",,
Sat,,18:30,Bayern Munich,3–0,Leverkusen,"75,000",,
Sun,,15:30,Dortmund,3–1,Hertha BSC,"80,500",,
Sun,,17:30,Werder Bremen,2–1,M'Gladbach,"42,100",,
,,,,,,,,
Fri,,20:30,M'Gladbach,0–3,Hamburger SV,"54,010",,
Sat,,15:30,Bayern Munich,2–1,Augsburg,"75,000",,
Sat,,15:30,Leverkusen,0–1,Darmstadt 98,"29,396",,
Sat,,15:30,Ingolstadt 04,0–0,Wolfsburg,"14,095",4.0,4.0
Sat,,15:30,Hertha BSC,2–1,Stuttgart,"45,994",,
Sat,,15:30,Hannover 96,2–4,Dortmund,"49,000",96.0,96.0
Sat,,18:30,Eint Frankfurt,6–2,Köln,"51,500",,
Sun,,15:30,Hoffenheim,1–3,Werder Bremen,"28,312",,
Sun,,17:30,Schalke 04,2–1,Mainz 05,"60,083",4.0,4.0
,,,,,,,,
Fri,,20:30,Mainz 05,3–1,Hoffenheim,"28,973",5.0,5.0
Sat,,15:30,Köln,1–0,M'Gladbach,"47,800",,
Sat,,15:30,Wolfsburg,2–0,Hertha BSC,"30,000",,
Sat,,15:30,Hamburger SV,0–0,Eint Frankfurt,"55,322",,
Sat,,15:30,Werder Bremen,0–1,Ingolstadt 04,"40,500",,
Sat,,15:30,Darmstadt 98,0–3,Bayern Munich,"17,000",98.0,98.0
Sun,,15:30,Stuttgart,0–1,Schalke 04,"48,510",,
Sun,,17:30,Augsburg,2–0,Hannover 96,"28,511",,
Sun,,17:30,Dortmund,3–0,Leverkusen,"81,359",,
,,,,,,,,
Tue,,20:00,Ingolstadt 04,0–1,Hamburger SV,"15,000",4.0,4.0
Tue,,20:00,Bayern Munich,5–1,Wolfsburg,"75,000",,
Tue,,20:00,Hertha BSC,2–0,Köln,"40,181",,
Tue,,20:00,Darmstadt 98,2–1,Werder Bremen,"17,000",98.0,98.0
Wed,,20:00,Hoffenheim,1–1,Dortmund,"29,700",,
Wed,,20:00,Hannover 96,1–3,Stuttgart,"36,800",96.0,96.0
Wed,,20:00,Leverkusen,1–0,Mainz 05,"24,805",,
Wed,,20:00,M'Gladbach,4–2,Augsburg,"40,511",,
Wed,,20:00,Schalke 04,2–0,Eint Frankfurt,"60,104",4.0,4.0
,,,,,,,,
Fri,,20:30,Köln,1–1,Ingolstadt 04,"47,800",,
Sat,,15:30,Augsburg,1–3,Hoffenheim,"27,112",,
Sat,,15:30,Wolfsburg,1–1,Hannover 96,"29,236",,
Sat,,15:30,Stuttgart,1–3,M'Gladbach,"51,020",,
Sat,,15:30,Mainz 05,0–3,Bayern Munich,"34,000",5.0,5.0
Sat,,15:30,Werder Bremen,0–3,Leverkusen,"40,005",,
Sat,,18:30,Hamburger SV,0–1,Schalke 04,"53,192",,
Sun,,15:30,Eint Frankfurt,1–1,Hertha BSC,"46,000",,
Sun,,17:30,Dortmund,2–2,Darmstadt 98,"81,359",,
,,,,,,,,
Fri,,20:30,Darmstadt 98,2–3,Mainz 05,"17,000",98.0,98.0
Sat,,15:30,M'Gladbach,2–0,Wolfsburg,"52,581",,
Sat,,15:30,Hoffenheim,2–2,Stuttgart,"30,150",,
Sat,,15:30,Hannover 96,1–0,Werder Bremen,"49,000",96.0,96.0
Sat,,15:30,Hertha BSC,3–0,Hamburger SV,"65,427",,
Sat,,15:30,Ingolstadt 04,2–0,Eint Frankfurt,"15,000",4.0,4.0
Sun,,15:30,Schalke 04,0–3,Köln,"61,723",4.0,4.0
Sun,,17:30,Leverkusen,1–1,Augsburg,"28,475",,
Sun,,17:30,Bayern Munich,5–1,Dortmund,"75,000",,
,,,,,,,,
Fri,,20:30,Mainz 05,0–2,Dortmund,"34,000",5.0,5.0
Sat,,15:30,Werder Bremen,0–1,Bayern Munich,"42,100",,
Sat,,15:30,Augsburg,0–2,Darmstadt 98,"30,009",,
Sat,,15:30,Wolfsburg,4–2,Hoffenheim,"28,148",,
Sat,,15:30,Schalke 04,2–1,Hertha BSC,"61,336",4.0,4.0
Sat,,15:30,Hamburger SV,0–0,Leverkusen,"54,957",,
Sat,,18:30,Eint Frankfurt,1–5,M'Gladbach,"50,700",,
Sun,,15:30,Köln,0–1,Hannover 96,"48,700",,
Sun,,17:30,Stuttgart,1–0,Ingolstadt 04,"45,700",,
,,,,,,,,
Fri,,20:30,Hoffenheim,0–1,Hamburger SV,"30,000",,
Sat,,15:30,Darmstadt 98,0–1,Wolfsburg,"15,800",98.0,98.0
Sat,,15:30,Mainz 05,1–3,Werder Bremen,"30,837",5.0,5.0
Sat,,15:30,Hannover 96,1–2,Eint Frankfurt,"44,200",96.0,96.0
Sat,,15:30,Bayern Munich,4–0,Köln,"75,000",,
Sat,,15:30,Leverkusen,4–3,Stuttgart,"30,210",,
Sat,,18:30,Ingolstadt 04,0–1,Hertha BSC,"15,000",4.0,4.0
Sun,,15:30,Dortmund,5–1,Augsburg,"81,359",,
Sun,,17:30,M'Gladbach,3–1,Schalke 04,"54,010",,
,,,,,,,,
Fri,,20:30,Eint Frankfurt,0–0,Bayern Munich,"51,500",,
Sat,,15:30,Augsburg,3–3,Mainz 05,"27,200",,
Sat,,15:30,Werder Bremen,1–3,Dortmund,"42,100",,
Sat,,15:30,Schalke 04,1–1,Ingolstadt 04,"60,144",4.0,4.0
Sat,,15:30,Hertha BSC,1–4,M'Gladbach,"58,566",,
Sat,,15:30,Köln,0–0,Hoffenheim,"48,000",,
Sat,,18:30,Wolfsburg,2–1,Leverkusen,"28,766",,
Sun,,15:30,Stuttgart,2–0,Darmstadt 98,"55,200",,
Sun,,17:30,Hamburger SV,1–2,Hannover 96,"54,607",,
,,,,,,,,
Fri,,20:30,Hannover 96,1–3,Hertha BSC,"40,200",96.0,96.0
Sat,,15:30,Mainz 05,2–0,Wolfsburg,"26,331",5.0,5.0
Sat,,15:30,Hoffenheim,0–0,Eint Frankfurt,"30,150",,
Sat,,15:30,Leverkusen,1–2,Köln,"30,210",,
Sat,,15:30,Bayern Munich,4–0,Stuttgart,"75,000",,
Sat,,15:30,M'Gladbach,0–0,Ingolstadt 04,"52,331",,
Sat,,18:30,Darmstadt 98,1–1,Hamburger SV,"17,000",98.0,98.0
Sun,,15:30,Dortmund,3–2,Schalke 04,"79,956",,
Sun,,17:30,Augsburg,1–2,Werder Bremen,"28,122",,
,,,,,,,,
Fri,,20:30,Hamburger SV,3–1,Dortmund,"57,000",,
Sat,,15:30,M'Gladbach,2–1,Hannover 96,"52,214",,
Sat,,15:30,Köln,0–0,Mainz 05,"46,700",,
Sat,,15:30,Wolfsburg,6–0,Werder Bremen,"30,000",,
Sat,,15:30,Eint Frankfurt,1–3,Leverkusen,"47,500",,
Sat,,15:30,Stuttgart,0–4,Augsburg,"54,925",,
Sat,,18:30,Schalke 04,1–3,Bayern Munich,"62,271",4.0,4.0
Sun,,15:30,Hertha BSC,1–0,Hoffenheim,"37,045",,
Sun,,17:30,Ingolstadt 04,3–1,Darmstadt 98,"14,551",4.0,4.0
,,,,,,,,
Fri,,20:30,Darmstadt 98,0–0,Köln,"17,000",98.0,98.0
Sat,,15:30,Hoffenheim,3–3,M'Gladbach,"30,150",,
Sat,,15:30,Werder Bremen,1–3,Hamburger SV,"42,100",,
Sat,,15:30,Bayern Munich,2–0,Hertha BSC,"75,000",,
Sat,,15:30,Mainz 05,2–1,Eint Frankfurt,"33,098",5.0,5.0
Sat,,15:30,Hannover 96,4–0,Ingolstadt 04,"35,000",96.0,96.0
Sun,,15:30,Dortmund,4–1,Stuttgart,"81,359",,
Sun,,17:30,Leverkusen,1–1,Schalke 04,"30,210",,
Sun,,17:30,Augsburg,0–0,Wolfsburg,"27,081",,
,,,,,,,,
Fri,,20:30,Schalke 04,3–1,Hannover 96,"61,229",4.0,4.0
Sat,,15:30,Köln,0–1,Augsburg,"45,500",,
Sat,,15:30,M'Gladbach,3–1,Bayern Munich,"54,010",,
Sat,,15:30,Hertha BSC,2–1,Leverkusen,"41,819",,
Sat,,15:30,Hamburger SV,1–3,Mainz 05,"51,698",,
Sat,,15:30,Ingolstadt 04,1–1,Hoffenheim,"14,255",4.0,4.0
Sat,,18:30,Wolfsburg,1–2,Dortmund,"30,000",,
Sun,,15:30,Stuttgart,1–1,Werder Bremen,"46,590",,
Sun,,17:30,Eint Frankfurt,0–1,Darmstadt 98,"51,500",,
,,,,,,,,
Fri,,20:30,Mainz 05,0–0,Stuttgart,"29,104",5.0,5.0
Sat,,15:30,Bayern Munich,2–0,Ingolstadt 04,"75,000",,
Sat,,15:30,Hoffenheim,1–0,Hannover 96,"25,531",,
Sat,,15:30,Wolfsburg,1–1,Hamburger SV,"30,000",,
Sat,,15:30,Werder Bremen,1–1,Köln,"40,727",,
Sat,,15:30,Darmstadt 98,0–4,Hertha BSC,"17,000",98.0,98.0
Sat,,18:30,Leverkusen,5–0,M'Gladbach,"30,210",,
Sun,,15:30,Augsburg,2–1,Schalke 04,"28,410",,
Sun,,17:30,Dortmund,4–1,Eint Frankfurt,"81,359",,
,,,,,,,,
Fri,,20:30,Schalke 04,1–0,Hoffenheim,"60,749",4.0,4.0
Sat,,15:30,Hannover 96,0–1,Bayern Munich,"49,000",96.0,96.0
Sat,,15:30,Hamburger SV,0–1,Augsburg,"49,726",,
Sat,,15:30,Ingolstadt 04,0–1,Leverkusen,"15,000",4.0,4.0
Sat,,15:30,Köln,2–1,Dortmund,"50,000",,
Sat,,15:30,Eint Frankfurt,2–1,Werder Bremen,"46,000",,
Sat,,18:30,Stuttgart,3–1,Wolfsburg,"47,343",,
Sun,,15:30,Hertha BSC,2–0,Mainz 05,"39,835",,
Sun,,17:30,M'Gladbach,3–2,Darmstadt 98,"53,610",,
,,,,,,,,
Fri,,20:30,Hamburger SV,1–2,Bayern Munich,"57,000",,
Sat,,15:30,Hertha BSC,0–0,Augsburg,"35,196",,
Sat,,15:30,Hannover 96,1–2,Darmstadt 98,"35,600",96.0,96.0
Sat,,15:30,Köln,1–3,Stuttgart,"50,000",,
Sat,,15:30,Hoffenheim,1–1,Leverkusen,"24,140",,
Sat,,15:30,Ingolstadt 04,1–0,Mainz 05,"13,500",4.0,4.0
Sat,,18:30,M'Gladbach,1–3,Dortmund,"54,010",,
Sun,,15:30,Eint Frankfurt,3–2,Wolfsburg,"35,000",,
Sun,,17:30,Schalke 04,1–3,Werder Bremen,"62,271",4.0,4.0
,,,,,,,,
Fri,,20:30,Mainz 05,1–0,M'Gladbach,"32,015",5.0,5.0
Sat,,15:30,Augsburg,0–0,Eint Frankfurt,"28,653",,
Sat,,15:30,Werder Bremen,3–3,Hertha BSC,"40,141",,
Sat,,15:30,Dortmund,2–0,Ingolstadt 04,"81,359",,
Sat,,15:30,Leverkusen,3–0,Hannover 96,"28,790",,
Sat,,15:30,Darmstadt 98,0–2,Schalke 04,"17,000",98.0,98.0
Sat,,18:30,Stuttgart,2–1,Hamburger SV,"46,600",,
Sun,,15:30,Wolfsburg,1–1,Köln,"29,156",,
Sun,,17:30,Bayern Munich,2–0,Hoffenheim,"75,000",,
,,,,,,,,
Fri,,20:30,M'Gladbach,5–1,Werder Bremen,"51,569",,
Sat,,15:30,Hertha BSC,0–0,Dortmund,"74,244",,
Sat,,15:30,Hannover 96,0–1,Mainz 05,"35,596",96.0,96.0
Sat,,15:30,Ingolstadt 04,2–1,Augsburg,"15,356",4.0,4.0
Sat,,15:30,Schalke 04,3–0,Wolfsburg,"61,483",4.0,4.0
Sat,,15:30,Eint Frankfurt,2–4,Stuttgart,"42,000",,
Sat,,18:30,Leverkusen,0–0,Bayern Munich,"30,210",,
Sun,,15:30,Hamburger SV,1–1,Köln,"51,999",,
Sun,,17:30,Hoffenheim,0–2,Darmstadt 98,"26,231",,
,,,,,,,,
Fri,,20:30,Mainz 05,2–1,Schalke 04,"32,107",5.0,5.0
Sat,,15:30,Wolfsburg,2–0,Ingolstadt 04,"26,884",,
Sat,,15:30,Stuttgart,2–0,Hertha BSC,"45,465",,
Sat,,15:30,Dortmund,1–0,Hannover 96,"80,900",,
Sat,,15:30,Darmstadt 98,1–2,Leverkusen,"16,800",98.0,98.0
Sat,,15:30,Werder Bremen,1–1,Hoffenheim,"38,454",,
Sat,,18:30,Köln,3–1,Eint Frankfurt,"49,200",,
Sun,,15:30,Hamburger SV,3–2,M'Gladbach,"56,706",,
Sun,,17:30,Augsburg,1–3,Bayern Munich,"30,660",,
,,,,,,,,
Fri,,20:30,Eint Frankfurt,0–0,Hamburger SV,"47,200",,
Sat,,15:30,Bayern Munich,3–1,Darmstadt 98,"75,000",,
Sat,,15:30,Hoffenheim,3–2,Mainz 05,"24,019",,
Sat,,15:30,M'Gladbach,1–0,Köln,"52,226",,
Sat,,15:30,Hertha BSC,1–1,Wolfsburg,"40,126",,
Sat,,15:30,Ingolstadt 04,2–0,Werder Bremen,"15,000",4.0,4.0
Sun,,15:30,Leverkusen,0–1,Dortmund,"30,210",,
Sun,,17:30,Hannover 96,0–1,Augsburg,"32,400",96.0,96.0
Sun,,17:30,Schalke 04,1–1,Stuttgart,"61,262",4.0,4.0
,,,,,,,,
Fri,,20:30,Köln,0–1,Hertha BSC,"48,900",,
Sat,,15:30,Wolfsburg,0–2,Bayern Munich,"30,000",,
Sat,,15:30,Hamburger SV,1–1,Ingolstadt 04,"50,675",,
Sat,,15:30,Werder Bremen,2–2,Darmstadt 98,"40,396",,
Sat,,15:30,Stuttgart,1–2,Hannover 96,"54,356",,
Sun,,15:30,Augsburg,2–2,M'Gladbach,"29,665",,
Sun,,17:30,Mainz 05,3–1,Leverkusen,"26,557",5.0,5.0
Sun,,17:30,Dortmund,3–1,Hoffenheim,"81,359",,
Sun,,19:30,Eint Frankfurt,0–0,Schalke 04,"43,500",,
,,,,,,,,
Tue,,20:00,Ingolstadt 04,1–1,Köln,"14,503",4.0,4.0
Tue,,20:00,Hannover 96,0–4,Wolfsburg,"34,500",96.0,96.0
Wed,,20:00,Leverkusen,1–4,Werder Bremen,"25,506",,
Wed,,20:00,M'Gladbach,4–0,Stuttgart,"43,627",,
Wed,,20:00,Bayern Munich,1–2,Mainz 05,"75,000",,
Wed,,20:00,Hertha BSC,2–0,Eint Frankfurt,"36,608",,
Wed,,20:00,Darmstadt 98,0–2,Dortmund,"17,000",98.0,98.0
Wed,,20:00,Hoffenheim,2–1,Augsburg,"21,092",,
Wed,,20:00,Schalke 04,3–2,Hamburger SV,"60,856",4.0,4.0
,,,,,,,,
Sat,,15:30,Stuttgart,5–1,Hoffenheim,"44,647",,
Sat,,15:30,Eint Frankfurt,1–1,Ingolstadt 04,"40,000",,
Sat,,15:30,Wolfsburg,2–1,M'Gladbach,"29,224",,
Sat,,15:30,Augsburg,3–3,Leverkusen,"27,610",,
Sat,,15:30,Werder Bremen,4–1,Hannover 96,"42,100",,
Sat,,15:30,Köln,1–3,Schalke 04,"49,300",,
Sat,,18:30,Dortmund,0–0,Bayern Munich,"81,359",,
Sun,,15:30,Mainz 05,0–0,Darmstadt 98,"34,000",5.0,5.0
Sun,,17:30,Hamburger SV,2–0,Hertha BSC,"46,136",,
,,,,,,,,
Fri,,20:30,Hertha BSC,2–0,Schalke 04,"51,424",,
Sat,,15:30,Hoffenheim,1–0,Wolfsburg,"25,231",,
Sat,,15:30,Darmstadt 98,2–2,Augsburg,"16,000",98.0,98.0
Sat,,15:30,Hannover 96,0–2,Köln,"40,600",96.0,96.0
Sat,,15:30,Ingolstadt 04,3–3,Stuttgart,"15,107",4.0,4.0
Sat,,15:30,M'Gladbach,3–0,Eint Frankfurt,"54,010",,
Sat,,18:30,Bayern Munich,5–0,Werder Bremen,"75,000",,
Sun,,15:30,Leverkusen,1–0,Hamburger SV,"30,210",,
Sun,,17:30,Dortmund,2–0,Mainz 05,"81,000",,
,,,,,,,,
Fri,,20:30,Schalke 04,2–1,M'Gladbach,"62,271",4.0,4.0
Sat,,15:30,Werder Bremen,1–1,Mainz 05,"38,416",,
Sat,,15:30,Hamburger SV,1–3,Hoffenheim,"48,263",,
Sat,,15:30,Wolfsburg,1–1,Darmstadt 98,"26,422",,
Sat,,15:30,Köln,0–1,Bayern Munich,"49,600",,
Sat,,15:30,Hertha BSC,2–1,Ingolstadt 04,"40,385",,
Sat,,18:30,Eint Frankfurt,1–0,Hannover 96,"43,300",,
Sun,,15:30,Stuttgart,0–2,Leverkusen,"54,522",,
Sun,,17:30,Augsburg,1–3,Dortmund,"30,660",,
,,,,,,,,
Fri,,20:30,Leverkusen,3–0,Wolfsburg,"29,239",,
Sat,,15:30,Hannover 96,0–3,Hamburger SV,"49,000",96.0,96.0
Sat,,15:30,Bayern Munich,1–0,Eint Frankfurt,"75,000",,
Sat,,15:30,Mainz 05,4–2,Augsburg,"31,780",5.0,5.0
Sat,,15:30,Darmstadt 98,2–2,Stuttgart,"17,000",98.0,98.0
Sat,,15:30,Ingolstadt 04,3–0,Schalke 04,"15,200",4.0,4.0
Sat,,18:30,Dortmund,3–2,Werder Bremen,"81,359",,
Sun,,15:30,M'Gladbach,5–0,Hertha BSC,"53,114",,
Sun,,17:30,Hoffenheim,1–1,Köln,"30,150",,
,,,,,,,,
Fri,,20:30,Hertha BSC,2–2,Hannover 96,"45,229",,
Sat,,15:30,Werder Bremen,1–2,Augsburg,"41,000",,
Sat,,15:30,Hamburger SV,1–2,Darmstadt 98,"57,000",,
Sat,,15:30,Ingolstadt 04,1–0,M'Gladbach,"15,200",4.0,4.0
Sat,,15:30,Stuttgart,1–3,Bayern Munich,"60,000",,
Sat,,15:30,Eint Frankfurt,0–2,Hoffenheim,"51,000",,
Sat,,18:30,Wolfsburg,1–1,Mainz 05,"27,844",,
Sun,,15:30,Schalke 04,2–2,Dortmund,"61,670",4.0,4.0
Sun,,17:30,Köln,0–2,Leverkusen,"50,000",,
,,,,,,,,
Fri,,20:30,Hannover 96,2–0,M'Gladbach,"46,196",96.0,96.0
Sat,,15:30,Werder Bremen,3–2,Wolfsburg,"40,557",,
Sat,,15:30,Hoffenheim,2–1,Hertha BSC,"27,745",,
Sat,,15:30,Leverkusen,3–0,Eint Frankfurt,"30,210",,
Sat,,15:30,Augsburg,1–0,Stuttgart,"30,660",,
Sat,,15:30,Darmstadt 98,2–0,Ingolstadt 04,"15,600",98.0,98.0
Sat,,18:30,Bayern Munich,3–0,Schalke 04,"75,000",,
Sun,,15:30,Dortmund,3–0,Hamburger SV,"81,359",,
Sun,,17:30,Mainz 05,2–3,Köln,"33,275",5.0,5.0
,,,,,,,,
Fri,,20:30,Hamburger SV,2–1,Werder Bremen,"57,000",,
Sat,,15:30,Köln,4–1,Darmstadt 98,"50,000",,
Sat,,15:30,Wolfsburg,0–2,Augsburg,"27,261",,
Sat,,15:30,Hertha BSC,0–2,Bayern Munich,"76,233",,
Sat,,15:30,Ingolstadt 04,2–2,Hannover 96,"14,831",4.0,4.0
Sat,,15:30,Stuttgart,0–3,Dortmund,"60,000",,
Sat,,18:30,Schalke 04,2–3,Leverkusen,"62,271",4.0,4.0
Sun,,15:30,M'Gladbach,3–1,Hoffenheim,"53,144",,
Sun,,17:30,Eint Frankfurt,2–1,Mainz 05,"50,300",,
,,,,,,,,
Fri,,20:30,Augsburg,0–0,Köln,"30,144",,
Sat,,15:30,Hoffenheim,2–1,Ingolstadt 04,"26,561",,
Sat,,15:30,Darmstadt 98,1–2,Eint Frankfurt,"14,800",98.0,98.0
Sat,,15:30,Bayern Munich,1–1,M'Gladbach,"75,000",,
Sat,,15:30,Mainz 05,0–0,Hamburger SV,"34,000",5.0,5.0
Sat,,15:30,Hannover 96,1–3,Schalke 04,"46,900",96.0,96.0
Sat,,15:30,Dortmund,5–1,Wolfsburg,"81,359",,
Sat,,18:30,Leverkusen,2–1,Hertha BSC,"30,210",,
Mon,,20:15,Werder Bremen,6–2,Stuttgart,"41,000",,
,,,,,,,,
Sat,,15:30,Stuttgart,1–3,Mainz 05,"60,000",,
Sat,,15:30,Hamburger SV,0–1,Wolfsburg,"57,000",,
Sat,,15:30,Ingolstadt 04,1–2,Bayern Munich,"15,617",4.0,4.0
Sat,,15:30,Eint Frankfurt,1–0,Dortmund,"51,500",,
Sat,,15:30,Schalke 04,1–1,Augsburg,"62,271",4.0,4.0
Sat,,15:30,Hertha BSC,1–2,Darmstadt 98,"60,280",,
Sat,,15:30,Köln,0–0,Werder Bremen,"50,000",,
Sat,,15:30,Hannover 96,1–0,Hoffenheim,"38,096",96.0,96.0
Sat,,15:30,M'Gladbach,2–1,Leverkusen,"54,010",,
,,,,,,,,
Sat,,15:30,Wolfsburg,3–1,Stuttgart,"30,000",,
Sat,,15:30,Darmstadt 98,0–2,M'Gladbach,"17,000",98.0,98.0
Sat,,15:30,Hoffenheim,1–4,Schalke 04,"30,150",,
Sat,,15:30,Leverkusen,3–2,Ingolstadt 04,"29,220",,
Sat,,15:30,Werder Bremen,1–0,Eint Frankfurt,"42,100",,
Sat,,15:30,Augsburg,1–3,Hamburger SV,"30,660",,
Sat,,15:30,Mainz 05,0–0,Hertha BSC,"33,800",5.0,5.0
Sat,,15:30,Bayern Munich,3–1,Hannover 96,"75,000",,
Sat,,15:30,Dortmund,2–2,Köln,"81,359",,
,,,,,,,,
Thu,,20:30,Eint Frankfurt,1–1,Nürnberg,"51,500",,
Mon,,20:30,Nürnberg,0–1,Eint Frankfurt,"50,000",,
2015-08-14,20.5,Bayern Munich,5–0,Hamburger SV,"75,000",Allianz Arena,5.0,0.0
2015-08-15,15.5,Augsburg,0–1,Hertha BSC,"28,130",WWK Arena,0.0,1.0
2015-08-15,15.5,Leverkusen,2–1,Hoffenheim,"27,125",BayArena,2.0,1.0
2015-08-15,15.5,Darmstadt 98,2–2,Hannover 96,"17,000",Jonathan-Heimes-Stadion am Böllenfalltor,2.0,2.0
2015-08-15,15.5,Mainz 05,0–1,Ingolstadt 04,"27,152",Opel Arena,0.0,1.0
2015-08-15,15.5,Werder Bremen,0–3,Schalke 04,"42,100",Weserstadion,0.0,3.0
2015-08-15,18.5,Dortmund,4–0,M'Gladbach,"81,359",Signal Iduna Park,4.0,0.0
2015-08-16,15.5,Wolfsburg,2–1,Eint Frankfurt,"29,126",Volkswagen Arena,2.0,1.0
2015-08-16,17.5,Stuttgart,1–3,Köln,"59,500",Mercedes-Benz Arena,1.0,3.0
,,,,,,,,
2015-08-21,20.5,Hertha BSC,1–1,Werder Bremen,"56,376",Olympiastadion Berlin,1.0,1.0
2015-08-22,15.5,Eint Frankfurt,1–1,Augsburg,"45,000",Commerzbank-Arena,1.0,1.0
